user_id,merchant_id,amount,category,location,device,is_international,is_weekend,timestamp,label
3798,486,1423.15,utility,rural,desktop,0,1,2023-04-09 20:16:47,0
4302,2767,862.23,electronics,urban,tablet,0,0,2023-02-13 10:40:57,0
1243,1730,1693.07,travel,suburban,mobile,0,1,2023-01-06 20:26:28,0
2713,570,577.53,electronics,urban,tablet,0,1,2023-11-27 13:26:33,0
2681,1167,810.08,clothing,urban,tablet,0,1,2023-04-19 16:09:38,0
1613,653,929.78,travel,suburban,tablet,0,0,2023-06-22 23:02:13,0
1955,2139,803.26,utility,suburban,tablet,0,1,2023-11-21 22:29:41,0
1675,1619,9531.87,clothing,urban,desktop,1,1,2023-10-04 13:31:57,1
2969,1270,1203.42,electronics,rural,desktop,0,0,2023-11-08 02:45:20,0
2116,262,1394.16,travel,urban,tablet,0,0,2023-07-10 12:15:58,0
3418,703,843.86,utility,urban,tablet,0,0,2023-10-28 16:00:56,0
3075,881,444.3,travel,urban,tablet,0,1,2023-10-24 21:07:45,0
4786,2241,1267.02,clothing,rural,mobile,0,1,2023-11-04 22:24:09,0
3923,1289,1014.28,electronics,urban,tablet,0,1,2023-02-01 07:02:17,0
2768,1349,1077.1,electronics,rural,mobile,0,1,2023-05-09 10:11:57,0
3158,1560,2303.61,utility,rural,desktop,0,1,2023-09-30 10:27:01,0
3761,509,1483.44,clothing,urban,mobile,0,0,2023-04-23 21:04:45,0
4068,1119,863.82,clothing,rural,mobile,0,1,2023-10-07 17:32:56,0
4371,212,285.98,electronics,rural,tablet,0,0,2023-01-29 19:16:05,0
2230,1898,457.14,travel,urban,desktop,0,0,2023-04-11 20:12:25,0
4039,1208,1583.02,electronics,rural,desktop,0,0,2023-05-03 07:07:27,0
3959,649,464.9,utility,rural,desktop,1,0,2023-10-22 01:40:19,0
1851,2972,892.57,clothing,suburban,tablet,0,1,2023-11-10 05:13:34,0
4629,397,305.31,clothing,rural,desktop,0,0,2023-09-24 04:31:32,0
2328,756,228.94,travel,urban,desktop,0,0,2023-11-14 05:58:41,0
4340,2890,8552.76,utility,urban,mobile,1,0,2023-05-02 08:09:28,1
3879,1317,587.88,travel,rural,tablet,0,0,2023-05-14 13:53:58,0
3813,688,1842.6,utility,rural,mobile,0,0,2023-07-28 21:51:17,0
3613,2697,1662.24,clothing,rural,tablet,0,0,2023-11-20 22:28:21,0
2936,664,987.2,electronics,urban,tablet,0,0,2023-10-01 07:30:58,0
1979,659,1189.49,utility,rural,mobile,0,0,2023-04-19 16:26:00,0
4075,1451,1253.24,electronics,urban,desktop,0,0,2023-03-04 10:11:12,0
4715,2189,868.32,utility,suburban,desktop,0,0,2023-06-03 17:10:36,0
2712,592,1786.07,clothing,urban,mobile,0,0,2023-05-31 22:22:49,0
1009,210,592.31,utility,urban,tablet,0,0,2023-04-26 12:17:04,0
2416,927,434.21,electronics,urban,mobile,0,0,2023-03-03 19:27:33,0
4770,2182,438.56,utility,rural,desktop,0,0,2023-08-06 15:27:03,0
2291,1369,1748.41,travel,rural,tablet,0,0,2023-09-15 23:08:38,0
2642,2035,201.56,food,urban,tablet,0,1,2023-12-12 09:28:41,0
2209,1013,825.32,electronics,suburban,tablet,0,0,2023-12-23 07:26:25,0
2895,1104,118.54,food,suburban,tablet,0,1,2023-03-19 13:19:03,0
4387,2365,314.75,electronics,urban,tablet,0,1,2023-11-13 01:20:03,0
2252,2050,804.84,travel,rural,mobile,0,0,2023-04-16 23:56:29,0
2609,479,307.63,utility,urban,desktop,0,1,2023-07-17 10:03:04,0
4090,226,2294.14,travel,urban,mobile,0,1,2023-02-05 01:15:35,0
4545,1544,1272.34,utility,suburban,mobile,0,0,2023-07-28 14:37:11,0
2478,2512,724.05,clothing,rural,mobile,0,1,2023-01-18 19:06:51,0
1719,1351,545.71,electronics,suburban,mobile,0,0,2023-07-22 07:23:04,0
4844,2006,842.56,travel,urban,mobile,0,0,2023-01-12 02:18:13,0
2280,1298,2063.17,clothing,rural,desktop,0,1,2023-06-04 15:43:01,0
1089,1727,1269.19,clothing,rural,mobile,0,0,2023-11-22 23:36:20,0
2008,773,345.32,utility,suburban,mobile,0,0,2023-06-04 17:58:19,0
4061,2079,1879.92,food,rural,mobile,0,0,2023-10-24 20:45:45,0
4725,1186,2638.77,utility,rural,tablet,0,1,2023-08-20 19:36:03,0
2098,2893,1506.07,travel,suburban,tablet,0,1,2023-09-25 05:56:29,0
3551,2985,1123.21,food,suburban,mobile,1,1,2023-06-30 14:39:15,0
1400,1006,1037.05,electronics,urban,desktop,0,1,2023-02-01 09:01:18,0
3455,2994,705.21,food,rural,tablet,0,0,2023-10-08 16:46:57,0
2887,2969,475.07,utility,urban,desktop,0,1,2023-06-05 13:47:37,0
4752,2021,814.1,electronics,urban,tablet,0,0,2023-03-25 07:56:28,0
3931,384,744.25,travel,suburban,tablet,0,0,2023-05-18 03:23:18,0
3117,1145,1581.56,electronics,suburban,desktop,0,0,2023-06-20 20:09:11,0
4369,536,5147.3,food,rural,mobile,0,0,2023-08-01 19:15:18,1
4341,2092,1305.59,clothing,suburban,mobile,0,0,2023-03-31 23:19:47,0
3580,407,2829.27,travel,urban,mobile,0,1,2023-08-03 08:10:36,0
1824,1017,453.64,electronics,rural,tablet,0,1,2023-08-11 01:16:51,0
1173,2879,6451.14,clothing,urban,desktop,0,1,2023-08-20 11:49:34,1
2699,2060,347.1,food,urban,tablet,0,1,2023-06-19 06:17:08,0
3560,2725,268.99,clothing,suburban,desktop,0,1,2023-02-05 11:55:27,0
4640,2691,289.72,travel,urban,tablet,0,1,2023-10-30 03:38:39,0
1699,2574,277.92,utility,rural,desktop,0,0,2023-12-05 01:52:32,0
4395,2170,601.08,clothing,urban,mobile,0,0,2023-06-30 01:51:08,0
3544,2632,38.41,travel,urban,mobile,0,1,2023-09-16 07:15:16,0
2040,2648,2300.09,travel,urban,desktop,0,0,2023-08-18 16:25:54,0
4690,2647,1714.12,travel,rural,mobile,0,0,2023-02-03 06:43:37,0
3900,1801,1347.42,travel,suburban,mobile,0,0,2023-04-15 05:37:39,0
1110,1618,365.4,food,rural,mobile,0,1,2023-03-28 04:08:02,0
1591,2289,184.24,travel,rural,mobile,0,1,2023-09-20 16:09:33,0
2472,1577,985.97,travel,suburban,tablet,0,0,2023-09-03 08:12:17,0
1116,1280,1881.37,travel,rural,desktop,0,1,2023-12-09 07:23:40,0
1548,1877,1177.92,food,urban,tablet,0,0,2023-07-14 16:00:08,0
2531,1389,261.84,clothing,suburban,tablet,0,1,2023-05-28 17:24:29,0
2098,2092,508.34,travel,urban,tablet,0,0,2023-09-10 08:56:36,0
4888,1489,281.97,food,rural,tablet,0,1,2023-09-29 19:02:42,0
3920,368,1042.52,clothing,urban,tablet,0,1,2023-01-03 00:56:40,0
3020,867,1400.6,travel,urban,tablet,0,0,2023-05-09 21:45:44,0
1229,1620,1011.94,clothing,urban,mobile,0,0,2023-02-24 13:04:52,0
1130,773,1509.45,utility,suburban,tablet,0,1,2023-02-06 09:18:10,0
3701,2684,1022.55,travel,suburban,desktop,0,0,2023-08-08 22:49:55,0
2848,1911,1695.33,food,rural,desktop,0,0,2023-01-30 01:47:40,0
2169,2196,1100.31,food,rural,mobile,0,1,2023-03-15 23:25:02,0
1147,1853,202.09,travel,rural,desktop,0,1,2023-05-23 13:27:37,0
1377,1994,729.31,electronics,rural,mobile,0,1,2023-09-30 22:51:30,0
4435,1621,778.39,utility,rural,mobile,0,1,2023-08-06 16:44:43,0
1732,1464,158.59,electronics,urban,tablet,0,1,2023-07-26 06:30:28,0
2193,2886,2470.01,food,urban,tablet,0,1,2023-08-17 16:40:41,0
3630,1773,2183.75,travel,suburban,tablet,0,0,2023-04-30 02:12:50,0
4476,1024,1298.87,clothing,urban,desktop,0,1,2023-11-27 19:01:40,0
2092,2422,1293.68,food,rural,desktop,0,0,2023-10-30 19:04:40,0
2445,2090,763.82,electronics,suburban,desktop,0,0,2023-09-01 06:57:49,0
1568,1633,1840.87,food,rural,desktop,0,1,2023-11-26 16:19:43,0
1918,1797,1106.06,electronics,rural,tablet,1,0,2023-02-21 08:05:28,0
3990,2548,1361.73,utility,suburban,mobile,0,1,2023-12-07 18:40:50,0
3046,2425,475.98,food,urban,desktop,0,1,2023-07-05 20:14:01,0
1857,1498,1416.04,travel,suburban,tablet,0,0,2023-11-11 02:38:34,0
2170,2693,1719.56,electronics,urban,tablet,1,0,2023-07-07 09:32:06,0
1198,2641,499.43,electronics,suburban,tablet,0,0,2023-04-11 01:44:44,0
3863,1624,2822.32,travel,urban,tablet,0,0,2023-07-14 14:48:23,0
4365,423,1000.09,clothing,urban,desktop,0,1,2023-09-13 02:25:12,0
3200,896,97.58,utility,urban,tablet,0,0,2023-11-20 14:15:14,0
1459,2149,1499.02,travel,rural,tablet,1,0,2023-11-12 03:42:23,0
2466,1343,1214.7,clothing,urban,tablet,0,1,2023-07-11 16:29:41,0
1600,2544,935.83,electronics,urban,tablet,0,1,2023-03-12 12:40:10,0
1341,2308,537.78,travel,suburban,tablet,0,1,2023-03-22 08:56:29,0
3670,717,551.09,clothing,suburban,desktop,0,1,2023-07-26 11:26:24,0
3494,2660,1577.78,food,suburban,desktop,0,1,2023-11-14 19:49:50,0
2482,1729,341.29,clothing,suburban,desktop,0,0,2023-08-12 06:31:08,0
2758,2750,612.49,travel,rural,tablet,0,1,2023-02-09 16:51:57,0
3780,2426,1630.69,clothing,rural,desktop,0,1,2023-10-19 04:25:20,0
2336,1345,1539.03,food,rural,tablet,0,1,2023-04-19 20:35:12,0
2179,1996,1030.33,food,rural,tablet,0,1,2023-05-27 17:03:42,0
4080,1019,1864.67,electronics,suburban,desktop,0,1,2023-06-21 21:04:59,0
3971,844,1471.19,travel,rural,mobile,0,0,2023-08-01 10:50:26,0
2364,1051,420.17,electronics,urban,mobile,0,1,2023-11-26 14:10:16,0
2269,1621,1236.72,food,urban,mobile,0,1,2023-03-15 17:42:41,0
2051,1921,1761.09,utility,suburban,mobile,0,0,2023-09-30 03:14:09,0
3737,2888,2059.8,travel,rural,desktop,1,1,2023-10-07 09:34:24,0
3319,454,1624.98,travel,suburban,desktop,0,0,2023-06-20 23:10:30,0
4072,896,603.07,travel,rural,tablet,0,1,2023-05-03 23:29:45,0
3113,1337,360.93,food,rural,desktop,0,1,2023-01-13 18:40:00,0
1539,1325,599.1,clothing,rural,mobile,1,0,2023-10-23 15:10:30,0
2205,2938,1399.83,travel,rural,desktop,0,0,2023-06-08 22:07:14,0
4760,434,1329.67,travel,urban,tablet,0,1,2023-06-22 08:59:53,0
4242,2565,1598.09,travel,suburban,mobile,1,1,2023-03-28 21:54:55,1
4749,2190,2751.46,utility,urban,mobile,0,0,2023-09-02 14:44:28,0
2516,212,10548.55,food,suburban,mobile,1,1,2023-09-29 14:33:32,1
2366,2738,1340.17,clothing,urban,tablet,0,1,2023-09-23 21:50:07,0
2895,2462,2172.99,travel,suburban,tablet,0,1,2023-08-26 13:14:59,0
2646,1164,938.96,clothing,rural,tablet,0,1,2023-04-17 04:30:17,0
4016,2447,1442.0,utility,suburban,tablet,0,0,2023-01-14 22:36:13,0
2820,1027,1863.32,electronics,suburban,mobile,0,0,2023-08-07 07:52:16,0
1749,2218,1265.46,food,urban,tablet,0,0,2023-10-05 13:31:35,0
4112,1798,15.81,travel,suburban,mobile,0,0,2023-11-09 15:34:14,0
2140,850,2010.37,electronics,urban,desktop,0,0,2023-05-23 17:55:23,0
1762,1133,331.71,utility,urban,tablet,0,0,2023-04-19 09:30:52,0
4374,1279,1408.01,food,suburban,tablet,0,1,2023-08-17 02:37:28,0
2450,1278,218.12,electronics,urban,desktop,0,0,2023-10-17 03:58:23,0
3105,1395,189.75,utility,urban,mobile,0,0,2023-03-24 15:04:23,0
1951,519,1461.97,clothing,rural,desktop,0,0,2023-06-11 18:40:43,0
4225,1152,1053.71,clothing,urban,tablet,0,0,2023-08-13 05:44:09,0
4856,2491,18.09,travel,urban,tablet,0,0,2023-03-17 03:31:45,0
2724,1485,293.49,travel,rural,tablet,0,0,2023-09-25 22:49:39,0
1959,2554,93.14,utility,rural,desktop,0,0,2023-09-13 07:09:43,0
2686,627,135.3,clothing,rural,tablet,0,0,2023-11-14 06:34:23,0
1242,2823,1067.94,utility,rural,desktop,0,0,2023-02-14 13:47:33,0
4134,582,1242.28,electronics,urban,mobile,0,1,2023-12-09 00:13:45,0
4272,1081,105.32,clothing,urban,desktop,0,0,2023-07-03 13:36:47,0
2610,2261,548.31,utility,suburban,desktop,0,1,2023-02-24 09:01:01,0
3518,2076,2071.49,utility,suburban,mobile,0,1,2023-11-26 06:02:59,0
4835,965,1418.09,travel,urban,tablet,0,0,2023-04-16 23:01:33,0
4870,1243,217.04,travel,urban,mobile,0,1,2023-02-25 23:37:33,0
1857,2700,425.86,food,urban,tablet,0,0,2023-11-08 04:17:47,0
2993,2756,1262.34,clothing,urban,desktop,0,1,2023-12-11 00:09:53,0
2486,991,958.94,utility,suburban,desktop,0,0,2023-09-28 08:47:12,0
3055,516,2326.97,clothing,urban,desktop,0,1,2023-02-12 03:56:48,0
3785,1166,1535.43,clothing,suburban,desktop,0,1,2023-03-24 00:50:36,0
4612,1858,1310.11,electronics,suburban,desktop,0,1,2023-01-22 06:36:17,0
2189,2363,804.52,clothing,urban,mobile,0,0,2023-10-30 20:30:26,0
2911,1872,1005.68,electronics,urban,tablet,0,0,2023-12-29 16:47:22,0
2114,245,623.21,clothing,suburban,mobile,0,1,2023-06-27 11:58:39,0
1349,1921,661.92,clothing,suburban,tablet,0,0,2023-09-13 19:50:07,0
1839,2729,314.46,clothing,rural,desktop,0,0,2023-06-08 21:28:33,0
4455,2847,953.36,utility,urban,tablet,0,1,2023-06-05 05:02:04,0
3875,401,1533.28,electronics,urban,tablet,0,1,2023-01-30 12:32:29,0
1076,1559,1598.73,utility,urban,tablet,0,0,2023-09-01 04:24:58,0
2560,1081,1161.43,clothing,urban,desktop,0,1,2023-05-13 22:43:08,0
2779,1351,1658.22,travel,rural,desktop,0,1,2023-04-18 12:45:16,0
1353,1694,1771.87,clothing,rural,mobile,0,1,2023-03-11 12:02:12,0
3938,2161,1337.3,clothing,suburban,mobile,0,0,2023-12-14 18:30:22,0
3972,1513,1290.92,utility,rural,tablet,0,1,2023-09-14 23:36:52,0
4793,2289,2094.65,travel,rural,desktop,0,0,2023-10-20 04:10:54,0
4964,1466,131.5,food,suburban,mobile,0,0,2023-01-08 03:23:36,0
3046,2246,916.05,utility,rural,desktop,0,0,2023-08-24 23:10:41,0
2920,2510,1207.95,electronics,suburban,mobile,0,0,2023-11-01 18:29:38,0
2344,2574,331.68,food,suburban,mobile,1,1,2023-06-10 17:32:38,1
4507,707,58.86,electronics,suburban,desktop,0,1,2023-09-03 02:50:49,0
1871,1614,92.87,utility,urban,mobile,0,0,2023-10-06 13:44:44,0
1004,1798,1542.98,clothing,suburban,tablet,0,1,2023-05-22 14:47:54,0
2669,1595,2090.73,food,rural,mobile,0,0,2023-11-20 04:08:11,0
4757,2642,2706.24,travel,urban,tablet,0,1,2023-10-15 17:51:52,0
2317,2530,606.39,travel,rural,desktop,0,0,2023-06-15 20:25:41,0
4928,1341,874.78,travel,urban,desktop,0,1,2023-04-30 06:14:31,0
4729,488,1378.74,travel,urban,tablet,0,1,2023-12-11 17:53:14,0
4124,1226,669.3,utility,urban,desktop,0,0,2023-07-13 19:25:36,0
3506,1567,1077.3,food,urban,desktop,0,1,2023-08-11 00:13:35,0
3618,1357,1642.43,travel,suburban,desktop,0,1,2023-03-31 02:58:00,0
2182,2549,167.71,clothing,rural,mobile,0,0,2023-10-07 22:42:53,0
3482,304,2320.62,food,suburban,mobile,0,1,2023-05-11 15:26:37,0
3852,888,922.36,electronics,urban,mobile,1,0,2023-05-12 15:04:17,0
4531,230,1163.8,travel,suburban,desktop,0,1,2023-08-18 04:52:49,0
2884,225,684.8,electronics,urban,mobile,0,0,2023-09-28 12:42:12,0
1694,794,852.03,food,suburban,desktop,0,1,2023-09-21 21:54:58,0
3767,1059,673.64,utility,rural,tablet,0,1,2023-09-25 06:08:03,0
1255,2257,1055.64,utility,suburban,mobile,0,1,2023-03-19 10:10:34,0
3776,2533,1044.07,utility,rural,desktop,0,0,2023-02-05 17:18:10,0
4234,1208,1468.31,utility,urban,desktop,0,1,2023-03-02 02:48:39,0
4460,1149,970.36,clothing,urban,tablet,0,1,2023-10-12 21:40:40,0
1042,2219,287.39,electronics,rural,tablet,0,1,2023-08-22 00:42:56,0
2597,2310,537.5,utility,urban,desktop,0,1,2023-11-27 05:40:44,0
1050,2572,1648.5,clothing,rural,desktop,0,1,2023-03-04 18:03:11,0
1236,558,749.48,electronics,urban,tablet,0,1,2023-11-24 05:37:09,0
2599,2094,631.88,travel,suburban,desktop,1,1,2023-05-21 20:28:44,0
4510,1857,2058.75,clothing,rural,desktop,0,1,2023-05-07 02:20:57,0
4373,2112,1715.57,travel,rural,desktop,0,1,2023-06-02 14:25:15,0
1886,304,2633.81,food,rural,tablet,0,1,2023-10-07 22:29:13,0
2433,2094,2315.05,utility,suburban,mobile,0,1,2023-08-21 06:06:20,0
1707,982,1314.66,food,suburban,tablet,0,1,2023-10-24 15:39:39,0
4694,2670,795.93,clothing,urban,tablet,0,1,2023-07-12 08:47:51,0
3635,774,2117.72,food,suburban,mobile,0,1,2023-08-01 01:18:44,0
4770,506,896.37,clothing,urban,mobile,0,1,2023-12-13 07:45:10,0
1488,1991,0.39,clothing,suburban,desktop,0,1,2023-03-07 05:46:22,0
4763,285,480.6,electronics,rural,desktop,0,1,2023-08-24 13:51:54,0
2715,663,1126.74,utility,rural,desktop,0,1,2023-10-31 22:58:54,0
2636,1937,758.75,utility,urban,desktop,0,1,2023-07-24 07:28:21,0
4804,1605,1093.67,food,rural,desktop,0,1,2023-03-06 18:29:25,0
2994,1295,1985.28,clothing,rural,mobile,0,1,2023-05-05 16:28:47,0
1464,2442,72.58,food,urban,mobile,0,1,2023-04-26 21:13:01,0
4356,1885,11.0,travel,urban,mobile,0,0,2023-02-28 14:07:37,0
1316,2488,6173.52,utility,urban,tablet,1,0,2023-10-24 20:59:16,1
2969,1753,826.45,travel,rural,mobile,0,0,2023-03-16 09:44:56,0
2223,1729,1148.63,food,urban,tablet,0,0,2023-06-10 09:50:57,0
1256,2077,1194.01,utility,suburban,desktop,0,1,2023-03-02 04:56:31,0
3951,2427,248.5,food,rural,desktop,0,1,2023-08-15 20:51:30,0
2166,1782,1300.38,travel,suburban,tablet,0,1,2023-03-06 02:19:42,0
2300,980,1339.3,utility,suburban,tablet,0,1,2023-04-28 07:43:16,0
2677,2811,1333.92,electronics,rural,desktop,0,1,2023-06-21 01:25:00,0
3010,2014,1386.64,electronics,rural,mobile,0,1,2023-10-28 01:16:39,0
1161,1145,828.02,utility,rural,desktop,0,0,2023-04-04 13:59:10,0
4846,663,214.86,utility,urban,tablet,0,0,2023-06-11 22:19:12,0
2043,581,374.06,electronics,urban,tablet,0,1,2023-11-08 03:14:29,0
1687,2546,1541.11,food,suburban,desktop,1,1,2023-01-15 04:41:39,1
1360,2787,986.69,travel,urban,mobile,0,1,2023-01-12 05:48:59,0
1615,999,1519.64,clothing,suburban,desktop,0,1,2023-12-14 03:26:05,0
4567,1685,1831.75,utility,suburban,mobile,0,0,2023-04-07 01:51:42,0
4274,1387,185.28,utility,rural,mobile,0,0,2023-09-02 22:33:55,0
1186,1448,2564.5,clothing,urban,desktop,0,0,2023-07-07 19:45:26,0
1636,279,239.3,electronics,urban,tablet,0,0,2023-07-24 01:02:13,0
3795,1011,167.89,food,rural,mobile,0,1,2023-09-14 11:38:11,0
4054,887,868.63,electronics,urban,tablet,0,0,2023-09-01 19:38:22,0
4040,248,2052.53,clothing,suburban,mobile,0,1,2023-08-03 13:54:25,0
1001,2273,141.54,clothing,suburban,desktop,0,1,2023-04-03 21:12:43,0
3466,1540,2785.74,food,urban,tablet,0,0,2023-02-03 18:44:25,0
2340,2101,4028.04,clothing,urban,tablet,1,0,2023-01-04 03:40:36,1
4143,2758,951.1,food,rural,mobile,0,0,2023-02-10 23:41:36,0
2986,2578,3518.31,food,suburban,desktop,1,1,2023-02-14 09:33:58,1
4449,237,784.86,food,urban,desktop,0,0,2023-06-09 05:16:39,0
4035,2018,1697.55,travel,suburban,desktop,0,0,2023-03-22 12:27:48,0
3050,2604,259.04,electronics,suburban,desktop,0,1,2023-05-16 23:17:56,0
2443,2886,1490.11,travel,rural,desktop,0,1,2023-03-05 22:31:45,0
1150,1227,1502.8,utility,urban,desktop,0,1,2023-04-25 19:14:05,0
3600,2590,88.91,travel,rural,tablet,0,0,2023-03-08 01:29:43,0
1241,2801,1740.62,clothing,suburban,mobile,0,0,2023-06-24 08:18:42,0
2155,2241,290.9,clothing,rural,mobile,0,1,2023-04-28 04:38:54,0
1750,379,851.05,utility,rural,mobile,0,1,2023-10-21 07:26:25,0
4005,1208,1628.09,food,urban,tablet,0,1,2023-11-04 17:38:39,0
1494,2458,277.14,electronics,suburban,mobile,0,0,2023-12-23 11:16:42,0
2460,2409,1983.16,electronics,rural,desktop,0,1,2023-05-18 20:55:19,0
2644,635,710.74,clothing,rural,tablet,0,0,2023-04-08 01:12:02,0
2993,1009,957.34,utility,rural,mobile,0,0,2023-10-09 15:13:45,0
2372,305,941.65,travel,suburban,tablet,0,0,2023-11-17 08:52:43,0
2950,446,348.0,travel,rural,mobile,0,1,2023-12-29 08:24:48,0
2177,1282,671.39,electronics,suburban,desktop,0,0,2023-02-07 00:50:12,0
2091,2589,80.8,travel,rural,desktop,0,0,2023-08-31 04:25:48,0
4786,2976,1900.53,electronics,rural,tablet,0,0,2023-04-07 21:53:21,0
3644,2024,12059.74,utility,suburban,tablet,0,0,2023-03-09 23:14:13,1
3775,1684,239.43,clothing,suburban,mobile,0,1,2023-03-04 11:57:56,0
2104,467,139.38,clothing,rural,mobile,0,1,2023-12-01 20:16:58,0
3490,684,5441.69,food,rural,tablet,0,0,2023-11-03 09:20:45,1
2091,422,1026.87,electronics,urban,mobile,0,1,2023-09-14 16:15:49,0
4600,2754,1440.95,travel,rural,desktop,0,1,2023-12-17 20:31:21,0
4036,1882,1746.72,clothing,suburban,desktop,0,1,2023-12-14 21:05:33,0
3533,2615,2067.78,food,rural,tablet,0,1,2023-07-10 12:45:20,0
3386,2346,325.73,electronics,urban,mobile,0,1,2023-11-02 03:40:48,0
3532,1841,1651.85,electronics,urban,desktop,0,1,2023-06-26 05:00:41,0
2959,1170,645.33,utility,suburban,mobile,1,0,2023-02-09 18:12:24,1
3421,2105,1776.07,clothing,suburban,mobile,0,0,2023-03-05 21:35:50,0
1260,1049,1565.15,travel,rural,mobile,1,0,2023-09-28 01:29:51,0
1197,732,655.0,clothing,urban,desktop,0,0,2023-06-28 06:10:08,0
4389,1649,427.4,food,urban,tablet,0,1,2023-02-04 04:24:16,0
1267,2545,690.61,clothing,rural,mobile,0,1,2023-11-14 04:27:43,0
2523,570,2389.22,electronics,suburban,desktop,0,0,2023-04-13 16:55:57,0
4140,2551,322.11,travel,suburban,desktop,0,1,2023-10-16 09:23:26,0
2343,412,1079.08,travel,suburban,desktop,0,0,2023-05-26 02:26:09,0
3130,2542,169.4,food,suburban,tablet,0,1,2023-02-27 17:21:35,0
1305,1017,919.1,electronics,rural,tablet,0,1,2023-11-29 13:22:33,0
4645,1580,1545.64,food,suburban,mobile,0,1,2023-01-22 04:35:35,0
4845,1091,2146.31,food,urban,mobile,0,0,2023-01-21 08:04:55,0
1818,458,766.58,clothing,urban,desktop,0,0,2023-02-03 13:10:17,0
1526,1974,121.44,clothing,rural,desktop,0,1,2023-03-04 21:56:40,0
1147,1973,313.82,electronics,urban,desktop,0,1,2023-04-01 04:09:11,0
4218,1518,517.45,travel,suburban,desktop,0,1,2023-03-08 17:58:26,0
3972,1373,100.15,travel,suburban,desktop,0,0,2023-02-08 21:58:08,0
